0,-1.42E-14,0,-1.42E-14,1.42E-14,2.84E-14,-1.42E-14,1.42E-14,0,0,0,-1.42E-14,-2.84E-14,-5.68E-14,-2.84E-14,-2.84E-14,0,0,-2.84E-14
0,1.42E-14,1.42E-14,0,-1.42E-14,1.42E-14,-2.84E-14,0,0,0,-1.42E-14,2.84E-14,0,0,2.84E-14,0,0,0,0
0.050473701,0.048030397,0.047736802,0.053115431,0.060702182,0.066425182,0.068760485,0.068032616,0.065500785,0.062102257,0.05875042,0.055643111,0.05271505,0.049979889,0.047505608,0.04534383,0.043372943,0.041473268,0.039570737
0.088168688,0.073814832,0.076365914,0.086396755,0.093458205,0.096889201,0.098229694,0.097528861,0.095379691,0.092393172,0.089526761,0.086639989,0.083066213,0.078491423,0.073247699,0.06833068,0.064324036,0.061128341,0.058402175
0.01801678,0.023405912,0.028303063,0.03147615,0.0329968,0.033127532,0.032236632,0.030602716,0.028571069,0.026499136,0.024591485,0.022954422,0.021607451,0.02050371,0.019572949,0.018774811,0.018075166,0.017462562,0.016937396
0.26648639,0.195275107,0.150584675,0.116908315,0.096189556,0.0839763,0.076923094,0.073006161,0.070818971,0.069435587,0.068651397,0.068241304,0.067777385,0.066734923,0.064932975,0.062691015,0.06056407,0.058997048,0.058015702
0.657189041,0.518986809,0.312935502,0.16289803,0.092915342,0.064875324,0.055873876,0.054840668,0.056358928,0.058400209,0.060417601,0.062509728,0.064322156,0.065748426,0.066668989,0.067267114,0.067770536,0.068246022,0.068576162
0.766802605,0.740681392,0.666872359,0.605273019,0.56430205,0.54233144,0.528465252,0.517960902,0.508712285,0.499556534,0.491848889,0.484261191,0.476100728,0.465787018,0.452357505,0.437488093,0.42253273,0.406492045,0.388879118
0.324114708,0.325862339,0.339904139,0.357158272,0.360237418,0.351033922,0.338942082,0.326742667,0.31377528,0.298736399,0.282843984,0.266805203,0.251128276,0.237167983,0.225973334,0.217332331,0.207852884,0.197524188,0.186763368
0.139156553,0.140806847,0.150377852,0.159838327,0.164059281,0.161736105,0.154786077,0.146439294,0.139080094,0.133322361,0.130036921,0.128961009,0.129434823,0.130908217,0.132929638,0.135383407,0.138319643,0.141662772,0.143890885
0.06141009,0.137920898,0.236377538,0.336329816,0.39213787,0.409964338,0.403943693,0.386495286,0.362190175,0.334356416,0.305000656,0.277425751,0.251060475,0.228823965,0.212038347,0.200860781,0.194075859,0.19071731,0.189546901
0.287679194,0.276901891,0.251681606,0.243158303,0.235456972,0.224391726,0.211440184,0.198883531,0.192067648,0.188461666,0.186184297,0.182677207,0.178957635,0.175777508,0.174258044,0.17365319,0.173912258,0.1749149,0.1768036
0.111087669,0.129743899,0.128504933,0.118710328,0.111962054,0.109554715,0.112040392,0.117971005,0.124369132,0.124308185,0.119756575,0.114279214,0.11080577,0.108670624,0.10706612,0.105229328,0.102999092,0.100409544,0.097731801
0.221425969,0.178174306,0.140194634,0.115454506,0.10297173,0.096953144,0.094422731,0.093088935,0.091796136,0.089584785,0.086896272,0.084265819,0.082282467,0.081202732,0.081110294,0.081239127,0.081509511,0.081850777,0.081667586
0.839603644,0.776861103,0.701717812,0.667667039,0.659037037,0.656294617,0.649144911,0.635440243,0.61472622,0.588380053,0.556716492,0.520212748,0.47999901,0.437731971,0.395130744,0.353328867,0.31292661,0.276041396,0.2442456
3.326345313,3.579568976,3.511964284,3.09182059,2.630072878,2.260562757,1.981480572,1.763024055,1.575165186,1.402222778,1.240408438,1.089697751,0.951684319,0.830917068,0.728912716,0.644777533,0.575236328,0.517891123,0.47140217
