47123.5952,30916.4801,34748.5501,15963.892999999998,6484.462600000001,8011.385799999999,3229.9982,10431.3132,2174.37,10612.7164,35255.3223,3362.227
47123.5952,30916.4801,34748.5501,15963.892999999998,6484.462600000001,8011.385799999999,3229.9982,10431.3132,2174.37,10612.7164,35255.3223,3362.227
47123.5952,30916.4801,34748.5501,15963.892999999998,6484.462600000001,8011.385799999999,3229.9982,10431.3132,2174.37,10612.7164,35255.3223,3362.227
47123.5952,30916.4801,34748.5501,15963.892999999998,6484.462600000001,8011.385799999999,3229.9982,10431.3132,2174.37,10612.7164,35255.3223,3362.227
47123.5952,30916.4801,34748.5501,15963.892999999998,6484.462600000001,8011.385799999999,3229.9982,10431.3132,2174.37,10612.7164,35255.3223,3362.227
47123.5952,30916.4801,34748.5501,15963.892999999998,6484.462600000001,8011.385799999999,3229.9982,10431.3132,2174.37,10612.7164,35255.3223,3362.227
47123.5952,30916.4801,34748.5501,15963.892999999998,6484.462600000001,8011.385799999999,3229.9982,10431.3132,2174.37,10612.7164,35255.3223,3362.227
47123.5952,30916.4801,34748.5501,15963.892999999998,6484.462600000001,8011.385799999999,3229.9982,10431.3132,2174.37,10612.7164,35255.3223,3362.227
47123.5952,30916.4801,34748.5501,15963.892999999998,6484.462600000001,8011.385799999999,3229.9982,10431.3132,2174.37,10612.7164,35255.3223,3362.227
47123.5952,30916.4801,34748.5501,15963.892999999998,6484.462600000001,8011.385799999999,3229.9982,10431.3132,2174.37,10612.7164,35255.3223,3362.227
56780.774600000004,38486.5547,42884.578,20505.470699999998,9106.5326,11025.2538,4787.5223,13764.7664,3269.4563000000003,14414.379099999998,43371.95389999999,5040.896299999999
56780.774600000004,38486.5547,42884.578,20505.470699999998,9106.5326,11025.2538,4787.5223,13764.7664,3269.4563000000003,14414.379099999998,43371.95389999999,5040.896299999999
56780.774600000004,38486.5547,42884.578,20505.470699999998,9106.5326,11025.2538,4787.5223,13764.7664,3269.4563000000003,14414.379099999998,43371.95389999999,5040.896299999999
56780.774600000004,38486.5547,42884.578,20505.470699999998,9106.5326,11025.2538,4787.5223,13764.7664,3269.4563000000003,14414.379099999998,43371.95389999999,5040.896299999999
56780.774600000004,38486.5547,42884.578,20505.470699999998,9106.5326,11025.2538,4787.5223,13764.7664,3269.4563000000003,14414.379099999998,43371.95389999999,5040.896299999999
56780.774600000004,38486.5547,42884.578,20505.470699999998,9106.5326,11025.2538,4787.5223,13764.7664,3269.4563000000003,14414.379099999998,43371.95389999999,5040.896299999999
56780.774600000004,38486.5547,42884.578,20505.470699999998,9106.5326,11025.2538,4787.5223,13764.7664,3269.4563000000003,14414.379099999998,43371.95389999999,5040.896299999999
56780.774600000004,38486.5547,42884.578,20505.470699999998,9106.5326,11025.2538,4787.5223,13764.7664,3269.4563000000003,14414.379099999998,43371.95389999999,5040.896299999999
56780.774600000004,38486.5547,42884.578,20505.470699999998,9106.5326,11025.2538,4787.5223,13764.7664,3269.4563000000003,14414.379099999998,43371.95389999999,5040.896299999999
56780.774600000004,38486.5547,42884.578,20505.470699999998,9106.5326,11025.2538,4787.5223,13764.7664,3269.4563000000003,14414.379099999998,43371.95389999999,5040.896299999999
66382.39080000001,46307.159799999994,51478.385200000004,25305.8069,12198.736,14482.9861,6718.355599999999,17439.4396,4661.4282,18804.2712,51723.6885,7179.462399999999
66382.39080000001,46307.159799999994,51478.385200000004,25305.8069,12198.736,14482.9861,6718.355599999999,17439.4396,4661.4282,18804.2712,51723.6885,7179.462399999999
66382.39080000001,46307.159799999994,51478.385200000004,25305.8069,12198.736,14482.9861,6718.355599999999,17439.4396,4661.4282,18804.2712,51723.6885,7179.462399999999
66382.39080000001,46307.159799999994,51478.385200000004,25305.8069,12198.736,14482.9861,6718.355599999999,17439.4396,4661.4282,18804.2712,51723.6885,7179.462399999999
66382.39080000001,46307.159799999994,51478.385200000004,25305.8069,12198.736,14482.9861,6718.355599999999,17439.4396,4661.4282,18804.2712,51723.6885,7179.462399999999
66382.39080000001,46307.159799999994,51478.385200000004,25305.8069,12198.736,14482.9861,6718.355599999999,17439.4396,4661.4282,18804.2712,51723.6885,7179.462399999999
66382.39080000001,46307.159799999994,51478.385200000004,25305.8069,12198.736,14482.9861,6718.355599999999,17439.4396,4661.4282,18804.2712,51723.6885,7179.462399999999
66382.39080000001,46307.159799999994,51478.385200000004,25305.8069,12198.736,14482.9861,6718.355599999999,17439.4396,4661.4282,18804.2712,51723.6885,7179.462399999999
66382.39080000001,46307.159799999994,51478.385200000004,25305.8069,12198.736,14482.9861,6718.355599999999,17439.4396,4661.4282,18804.2712,51723.6885,7179.462399999999
66382.39080000001,46307.159799999994,51478.385200000004,25305.8069,12198.736,14482.9861,6718.355599999999,17439.4396,4661.4282,18804.2712,51723.6885,7179.462399999999
76154.6412,54524.318199999994,58109.7418,30432.1534,15805.4193,18392.1694,9109.170399999999,21573.9007,6463.3723,23792.8955,60329.19639999999,9871.6519
76154.6412,54524.318199999994,58109.7418,30432.1534,15805.4193,18392.1694,9109.170399999999,21573.9007,6463.3723,23792.8955,60329.19639999999,9871.6519
76154.6412,54524.318199999994,58109.7418,30432.1534,15805.4193,18392.1694,9109.170399999999,21573.9007,6463.3723,23792.8955,60329.19639999999,9871.6519
76154.6412,54524.318199999994,58109.7418,30432.1534,15805.4193,18392.1694,9109.170399999999,21573.9007,6463.3723,23792.8955,60329.19639999999,9871.6519
76154.6412,54524.318199999994,58109.7418,30432.1534,15805.4193,18392.1694,9109.170399999999,21573.9007,6463.3723,23792.8955,60329.19639999999,9871.6519
